Argosulfan;Sulfathiazolum argentum;Ludzki;;;20 mg/g;Krem;Sulfathiazolum argentum 20 mg
Aromatol;Preparat złożony;Ludzki;;;-;Koncentrat do sporządzania roztworu do płukania jamy ustnej i gardła, roztwór doustny, do stosowania na skórę i do sporządzania inhalacji parowej;Caryophylli aetheroleum 0.1 g + Citronellae aetheroleum 0.1 g + Cinnamoni zeylanici corticis aetheroleum 0.24 g + Levomentholum 1.723 g + Lavandulae aetheroleum 0.24 g + Menthae arvensis aetheroleum 0.24 g + Limonis aetheroleum 0.57 g
Artemisol;Produkt ziołowy;Ludzki;;;;Płyn do stosowania na skórę;Acidum aceticum 3.2 g + Ethanolum zawartość etanolu: 60-65% + Absinthii herbae tinctura 96.8 g
Ascalcin;Acidum acetylsalicylicum + Calcii lactogluconas;Ludzki;;;300 mg + 100 mg Ca 2+;Tabletki musujące;Calcii lactogluconas 775 mg + Acidum acetylsalicylicum 300 mg
Ascodan;Acidum acetylsalicylicum + Codeini phosphas;Ludzki;;;400 mg + 8 mg;Tabletki;Acidum acetylsalicylicum 400 mg + Codeini phosphas 8 mg
Ascofer;Ferrosi gluconas;Ludzki;;;(co odpowiada 23,2 mg jonów żelaza (II)) 200 mg;Tabletki drażowane;Żelaza (II) glukonian uwodniony (co odpowiada 23,2 mg jonów żelaza (II)) 200 mg
Asmag;Magnesii hydroaspartas;Ludzki;;;20 mg;Tabletki;Magnesii hydroaspartas 300 mg
Asmag forte;Magnesii hydroaspartas;Ludzki;;;34 mg;Tabletki;Magnesii hydroaspartas 500 mg
Aspargin;Magnesii hydrogenoaspartas + Kalii hydrogenoaspartas;Ludzki;;;250 mg + 250 mg (17 mg Mg 2+ + 54 mg K+);Tabletki;Magnesii hydrogenoaspartas 250 mg + Kalii hydrogenoaspartas 250 mg
Texibax;Esomeprazolum;Ludzki;;;20 mg;Tabletki dojelitowe;Esomeprazolum (esomeprazol magnezowy, amorficzny) 20,7 mg
Aspimag;Acidum acetylsalicylicum + Magnesii oxidum;Ludzki;;;150 mg + 21 mg;Tabletki;Magnesii oxidum 21 mg + Acidum acetylsalicylicum 150 mg
Aspirin;Acidum acetylsalicylicum;Ludzki;;;500 mg;Tabletki;Acidum acetylsalicylicum 500 mg
Aspirin C;Acidum acetylsalicylicum + Acidum ascorbicum;Ludzki;;;400 mg + 240 mg;Tabletki musujące;Acidum acetylsalicylicum 400 mg + Acidum ascorbicum 240 mg
Aspirin Cardio;Acidum acetylsalicylicum;Ludzki;;;100 mg;Tabletki powlekane;Acidum acetylsalicylicum 100 mg
Aspirin 300;Acidum acetylsalicylicum;Ludzki;;;300 mg;Tabletki powlekane;Acidum acetylsalicylicum 300 mg
Glucosum 20% Fresenius;Glucosum;Ludzki;;;200 mg/ml;Roztwór do infuzji;Glucosum 220 g
Atarax;Hydroxyzini hydrochloridum;Ludzki;;;10 mg;Tabletki powlekane;Hydroxyzini hydrochloridum 10 mg
Atarax;Hydroxyzini hydrochloridum;Ludzki;;;25 mg;Tabletki powlekane;Hydroxyzini hydrochloridum 25 mg
Atecortin;Oxytetracyclinum + Polymyxini B sulfas + Hydrocortisoni acetas;Ludzki;;;(5 mg + 10 000 j.m. + 15 mg)/ml;Krople do oczu i uszu, zawiesina;Oxytetracyclini hydrochloridum 5 mg + Hydrocortisoni acetas 15 mg + Polymyxini B sulfas 10000 j.m.
Atenolol Sanofi 25;Atenololum;Ludzki;;;25 mg;Tabletki;Atenololum 25 mg
Atropinum sulfuricum WZF 1%;Atropini sulfas;Ludzki;;;10 mg/ml;Krople do oczu, roztwór;Atropini sulfas 10 mg
Atrovent;Ipratropii bromidum;Ludzki;;;0,25 mg/ml;Roztwór do nebulizacji;Ipratropii bromidum 0.025 g
Augmentin;Amoxicillinum + Acidum clavulanicum;Ludzki;;;250 mg + 125 mg;Tabletki powlekane;Acidum clavulanicum 125 mg + Amoxicillinum 250 mg
Augmentin;Amoxicillinum + Acidum clavulanicum;Ludzki;;;500 mg + 125 mg;Tabletki powlekane;Acidum clavulanicum 125 mg + Amoxicillinum 500 mg
Aurorix;Moclobemidum;Ludzki;;;150 mg;Tabletki powlekane;Moclobemidum 150 mg
Aviomarin;Dimenhydrinatum;Ludzki;;;50 mg;Tabletki;Dimenhydrinatum 50 mg
Neoazarina;Thymi herba pulveratum + Codeini phosphas hemihydricus;Ludzki;;;316 mg + 10 mg;Tabletka powlekana;Codeini phosphas 10 mg + Thymi herba pulveratum 316 mg
Azucalen;Chamomillae anthodii extractum fluidum + Calendulae floris extractum fluidum;Ludzki;;;(470 mg + 470 mg)/ml;Płyn na skórę;Calendulae extractum 50 g + Chamomillae extractum 50 g
Azulan;Chamomillae anthodium;Ludzki;;;-;Koncentrat do sporządzania roztworu doustnego, do stosowania w jamie ustnej, na skórę;Chamomillae extractum 100 g
Azulan Herbapol Warszawa;Chamomillae anthodii extractum;Ludzki;;;-;Płyn doustny, płyn do stosowania w jamie ustnej, płyn na skórę;Chamomillae extractum , DER 1:2 100 g
Azulan;Matricariae floris extractum fluidum;Ludzki;;;-;Płyn doustny, płyn do stosowania w jamie ustnej, płyn na skórę;Matricariae flos 100 g/100 g
Babicum;Plantaginis lanceolatae folii extractum fluidum;Ludzki;;;320 mg/5 ml;Syrop;Plantaginis lanceolatae folii extractum (1:7) (0,7-1,3:1) 5 g
Baclofen Polpharma;Baclofenum;Ludzki;;;25 mg;Tabletki;Baclofenum 25 mg
Bactrim;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;(200 mg + 40 mg)/5 ml;Syrop;Sulfamethoxazolum 200 mg + Trimethoprimum 40 mg
Bactrim;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;400 mg + 80 mg;Tabletki;Trimethoprimum 80 mg + Sulfamethoxazolum 400 mg
Bactrim Forte;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;800 mg + 160 mg;Tabletki;Sulfamethoxazolum 800 mg + Trimethoprimum 160 mg
Bactroban;Mupirocinum;Ludzki;;;20 mg/g;Maść;Mupirocinum 2.2 %
Bactroban;Mupirocinum;Ludzki;;;20 mg/g;Maść do nosa;Mupirocinum 2 %
Bals Sulphur żel;Preparat złożony;Ludzki;;;-;Żel;Woda chlorkowo-sodowa (solanka), siarczkowa, fluorkowa, jodkowa 96,50 g/100 g
Balsamum Mentholi Compositum;Methylis salicylas + Mentholum;Ludzki;;;(200 mg + 25 mg)/g;Maść;Mentholum 25 mg + Methylis salicylas 200 mg
Balsolan;Balsamum peruvianum;Ludzki;;;100 mg/g;Maść;Balsamum peruvianum 10 g
Barium sulfuricum Medana;Barii sulfas;Ludzki;;;1 g/ml;Zawiesina doustna i doodbytnicza;Barii sulfas 200 g
Batrafen;Ciclopirox olaminum;Ludzki;;;10 mg/g;Krem;Ciclopirox olaminum 10 mg
Batrafen;Ciclopiroxum;Ludzki;;;80 mg/g;Lakier do paznokci leczniczy;Ciclopirox olaminum 80 mg
Batrafen;Ciclopiroxi olaminum;Ludzki;;;10 mg/ml;Płyn na skórę;Ciclopirox olaminum 10 mg
Debridat;Trimebutinum;Ludzki;;;7,87 mg/g;Granulat do sporządzania zawiesiny doustnej;Trimebutinum 0.787 g
Bellapan;Zespół alkaloidów tropanowych w przeliczeniu na Atropini sulfas (atropiny siarczan);Ludzki;;;0,25 mg/tabl.;Tabletki;Zespół alkaloidów tropanowych w przeliczeniu na siarczan atropiny 0.00025 g
Bellergot;Ergotamini tartras + Atropinum + Phenobarbitalum;Ludzki;;;0,3 mg + 0,1 mg + 20 mg;Tabletki drażowane;Phenobarbitalum 20 mg + Ergotamini tartras 0.3 mg + Atropinum 0.1 mg
Bemecor;Metildigoxinum;Ludzki;;;100 mcg;Tabletki;Beta-metylodigoksyna 0.1 mg
Bengay Maść Przeciwbólowa;Methylis salicylas + Mentholum;Ludzki;;;(150 mg + 100 mg)/g;Maść;Methylis salicylas 150 mg + Mentholum 100 mg
Ibuprofen-Pabi;Ibuprofenum;Ludzki;;;200 mg;Tabletki drażowane;Ibuprofenum 200 mg
Benalapril 5;Enalaprili maleas;Ludzki;;;5 mg;Tabletki;Enalaprili maleas 5 mg
Benzacne;Benzoylis peroxidum;Ludzki;;;100 mg/g;Żel;Benzoylis peroxydum 10 g
Benzacne;Benzoylis peroxidum;Ludzki;;;50 mg/g;Żel;Benzoylis peroxydum 5 g
Bepanthen;Dexpanthenolum;Ludzki;;;50 mg/g;Krem;Dexpanthenolum 50 mg
Rivaldo;Rivastigminum;Ludzki;;;1,5 mg;Kapsułki twarde;Rivastigminum 1.5 mg
Bepanthen Plus;Dexpanthenolum + Chlorhexidini hydrochloridum;Ludzki;;;(50 mg + 5 mg)/g;Krem;Chlorhexidini dihydrochloridum 0.5 % + Dexpanthenolum 5 %
Ibum;Ibuprofenum;Ludzki;;;100 mg/5 ml;Zawiesina doustna;Ibuprofenum 100 mg/5 ml
Berodual;Fenoteroli hydrobromidum + Ipratropii bromidum;Ludzki;;;(0,5 mg + 0,25 mg)/ml;Roztwór do nebulizacji;Fenoteroli hydrobromidum 50 mg/100 ml + Ipratropii bromidum 25 mg/100 ml
Berotec N 100;Fenoteroli hydrobromidum;Ludzki;;;100 mcg/dawkę inh.;Aerozol inhalacyjny, roztwór;Fenoteroli hydrobromidum 100 mcg
Beta-Karoten Amara;Betacarotenum;Ludzki;Beta-Karoten Chance;;10 mg;Tabletki;Betacarotenum (E 160) 10 mg
Betadine VAG;Povidonum iodinatum;Ludzki;;;200 mg;Globulki;Povidonum iodinatum 0.2 g
Betadine;Povidonum iodinatum;Ludzki;;;100 mg/g;Maść;Povidonum iodinatum 2 g
Betadine;Povidonum iodinatum;Ludzki;;;100 mg/ml;Roztwór na skórę;Polyvidonum iodinatum 10 g
Betadrin WZF;Diphenhydramini hydrochloridum + Naphazolini nitras;Ludzki;;;(1 mg + 0,33 mg)/ml;Krople do nosa, roztwór;Diphenhydramini hydrochloridum 1 mg + Naphazolini nitras 0.33 mg
Betadrin;Diphenhydramini hydrochloridum + Naphazolini nitras;Ludzki;;;(1 mg + 0,33 mg)/ml;Krople do oczu, roztwór;Diphenhydramini hydrochloridum 1 mg + Naphazolini nitras 0.33 mg
Betaloc;Metoprololi tartras;Ludzki;;;1 mg/ml;Roztwór do wstrzykiwań;Metoprololi tartras 1 mg
Betoptic 0,5%;Betaxololum;Ludzki;;;5 mg/ml;Krople do oczu, roztwór;Betaxololi hydrochloridum 5.6 mg/ml
Betoptic S;Betaxololum;Ludzki;;;2,5 mg/ml;Krople do oczu, zawiesina;Betaxololi hydrochloridum 2.8 mg
Bilobil;Ginkgonis extractum siccum raffinatum et quantificatum;Ludzki;;;40 mg;Kapsułki;"Ginkgonis extractum siccum raffinatum et quantificatum (DER pierwotny 35-67:1), co odpowiada:8,8 - 10,8 mg flawonoidów w przeliczeniu na glikozydy flawonowe;1,12 - 1,36 mg ginkgolidów A, B, C; 1,04 - 1,28 mg bilobalidu.Ekstrahent:aceton 60% (m/m)."
Bioaron SYSTEM;Aloe arborescentis recentis extractum fluidum + Acidum ascorbicum;Ludzki;Bioaron C;;(1920 mg + 51 mg)/5 ml;Syrop;Aloes arborescentis recentis extractum fluidum (1:4) 29,31 g + Acidum ascorbicum 0.78 g
Isoptin 40;Verapamili hydrochloridum;Ludzki;;;40 mg;Tabletki powlekane;Verapamili hydrochloridum 40 mg
Biodacyna;Amikacinum;Ludzki;;;125 mg/ml;Roztwór do wstrzykiwań i infuzji;amikacyna 125 mg
Biodacyna;Amikacinum;Ludzki;;;250 mg/ml;Roztwór do wstrzykiwań i infuzji;amikacyna 250 mg
Biofuroksym;Cefuroximum;Ludzki;;;1,5 g;Proszek do sporządzania roztworu do wstrzykiwań;Cefuroximum natricum 1500 mg
Bioracef;Cefuroximum;Ludzki;;;125 mg;Tabletki powlekane;Cefuroximum axetilum 125 mg
Bioracef;Cefuroximum;Ludzki;;;250 mg;Tabletki powlekane;Cefuroximum axetilum 250 mg
Bioracef;Cefuroximum;Ludzki;;;500 mg;Tabletki powlekane;Cefuroximum axetilum 601.44 mg
Biosotal 40;Sotaloli hydrochloridum;Ludzki;;;40 mg;Tabletki;Sotaloli hydrochloridum 40 mg
Biosotal 80;Sotaloli hydrochloridum;Ludzki;;;80 mg;Tabletki;Sotaloli hydrochloridum 80 mg
Biostymina;Aloe arborescentis folii recentis extractum;Ludzki;;;-;Płyn doustny;Aloe arborescens extractum (1:4) 100 ml/100 ml
Biotaksym;Cefotaximum;Ludzki;;;1 g;Proszek do sporządzania roztworu do wstrzykiwań lub infuzji;Cefotaximum natricum 1.08 g
Biotrakson;Ceftriaxonum;Ludzki;;;1 g;Proszek do sporządzania roztworu do wstrzykiwań lub infuzji;Ceftriaxonum natricum 1000 mg
Biotum;Ceftazidimum;Ludzki;;;500 mg;Proszek do sporządzania roztworu do wstrzykiwań;Ceftazidimum 500 mg
Biotum;Ceftazidimum;Ludzki;;;1 g;Proszek do sporządzania roztworu do wstrzykiwań lub infuzji;Ceftazidimum 1000 mg
Bioxetin;Fluoxetinum;Ludzki;;;20 mg;Tabletki;Fluoxetinum 20 mg
Bisacodyl GSK;Bisacodylum;Ludzki;;;10 mg;Czopki;Bisacodylum 10 mg
Bisacodyl VP;Bisacodylum;Ludzki;;;5 mg;Tabletki dojelitowe;Bisacodylum 5 mg
Biseko;Roztwór białek surowicy ludzkiej;Ludzki;;;50 mg/ml;Roztwór do infuzji; 50 g
Trimesolphar;Sulfamethoxazolum + Trimethoprimum;Ludzki;Biseptol 480;;(80 mg + 16 mg)/ml;Koncentrat do sporządzania roztworu do infuzji;Sulfamethoxazolum 80 mg/ml + Trimethoprimum 16 mg/ml
Biseptol;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;(200 mg + 40 mg)/5 ml;Zawiesina doustna;Sulfamethoxazolum 200 mg + Trimethoprimum 40 mg
Biseptol 120;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;100 mg + 20 mg;Tabletki;Sulfamethoxazolum 100 mg + Trimethoprimum 20 mg
Biseptol 480;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;400 mg + 80 mg;Tabletki;Trimethoprimum 80 mg + Sulfamethoxazolum 400 mg
Biseptol 960;Sulfamethoxazolum + Trimethoprimum;Ludzki;;;800 mg + 160 mg;Tabletki;Trimethoprimum 160 mg + Sulfamethoxazolum 800 mg
Bobofen fix;Chamomillae anthodium + Foeniculi fructus + Melissae folium;Ludzki;;;(0,96 g + 0,32 g + 0,32 g)/sasz.;Zioła do zaparzania w saszetkach;Chamomillae anthodium 60 g + Foeniculi fructus 20 g + Melissae folium 20 g
Sulpiryd Teva;Sulpiridum;Ludzki;;;100 mg;Kapsułki twarde;Sulpiridum 100 mg
Atripla;Efavirenzum + Emtricitabinum + Tenofoviri disoproxil;Ludzki;;;600 mg + 200 mg + 245 mg;Tabletki powlekane;Efavirenzum 600 mg + Emtrycytabina 200 mg + Tenofovirum disoproxilum fumaras 225 mg
Staveran 120;Verapamili hydrochloridum;Ludzki;;;120 mg;Tabletki powlekane;Verapamili hydrochloridum 120 mg
Braunovidon;Povidonum iodinatum;Ludzki;;;100 mg/g;Maść;Polyvidonum iodinatum 10,00 g/100 g
Prattack;Pranoprofenum;Ludzki;;;1 mg/ml;Krople do oczu, roztwór;Pranoprofenum 0.1 g do 1 ml
Brodacid;Acidum lacticum + Acidum salicylicum;Ludzki;;;(50,4 mg + 100 mg)/g;Płyn na skórę;Acidum lacticum 6,30g/100g + Acidum salicylicum 10,00g/100g + Acidum lacticum 50.4 mg + Acidum salicylicum 100 mg
Bromergon;Bromocriptinum;Ludzki;;;2,5 mg;Tabletki;Bromocriptini mesylas 2.5 mg
Desloratadine Mylan;Desloratadinum;Ludzki;;;0,5 mg/ml;Roztwór doustny;Desloratadinum 0.5 mg/ml
Broncho-Vaxom;Produkt złożony;Ludzki;;;3,5 mg;Kapsułki twarde;Szczepionka wieloważna 3.5 mg
Riluzol PMCS;Riluzolum;Ludzki;;;50 mg;Tabletki powlekane;Riluzolum 50 mg
Buderhin;Budesonidum;Ludzki;;;50 mcg/dawkę donosową;Aerozol do nosa, zawiesina;Budesonidum 0.1 g
Bunondol;Buprenorphinum;Ludzki;;;0,3 mg/ml;Roztwór do wstrzykiwań;Buprenorphini hydrochloridum 324 mcg (buprenorfina 300 mcg)
Bunondol;Buprenorphinum;Ludzki;;;0,2 mg;Tabletki podjęzykowe;Buprenorphini hydrochloridum 0.2 mg
Bunondol;Buprenorphinum;Ludzki;;;0,4 mg;Tabletki podjęzykowe;Buprenorphini hydrochloridum 0.4 mg
Bupivacainum hydrochloricum WZF 0,5%;Bupivacainum;Ludzki;;;5 mg/ml;Roztwór do wstrzykiwań;Bupivacaini hydrochloridum 5 mg
Buscolysin;Hyoscini butylbromidum;Ludzki;;;20 mg/ml;Roztwór do wstrzykiwań;Hyoscini butylbromidum 0.02 g
Buscopan;Hyoscini butylbromidum;Ludzki;;;10 mg;Tabletki powlekane;Hyoscini butylbromidum 10 mg
Butapirazol;Phenylbutazonum;Ludzki;;;250 mg;Czopki;Phenylbutazonum 250 mg
Butapirazol;Phenylbutazonum;Ludzki;;;50 mg/g;Maść;Phenylbutazonum 5 g
Wamag;Calcii glubionas + Calcii lactobionas + Magnesii lactas;Ludzki;;;(115,6 mg Ca 2+ + 25,5 mg Mg 2+)/5 ml;Syrop;Magnesii lactas dihydricus 5 g + Calcii glubionas 29.4 g + Calcii lactobionas 6.4 g
Calcium Polfarmex;Calcii glubionas + Calcii lactobionas;Ludzki;;;115 mg Ca 2+/5 ml;Syrop;Calcii lactobionas 6.4 mg + Calcii glubionas 29.4 mg
Calcium Aflofarm (o smaku bananowym);Calcii gluconas + Calcii lactobionas;Ludzki;;;116 mg Ca 2+/5 ml;Syrop;Calcii glubionas 89,5 mg/tabletkę + Calcii lactobionas 75,0 mg/tabletkę
Sanosvit Calcium;Calcii glubionas + Calcii lactobionas;Ludzki;;;114 mg Ca2+/5 ml;Syrop;Calcii glubionas 3,1 mg/tabletkę + Calcii lactobionas 22,5 mg/tabletkę
Calcium dobesilate Galena;Calcii dobesilas;Ludzki;;;250 mg;Tabletki;Calcii dobesilas 250 mg
Calcium gluconicum Farmapol;Calcii gluconas;Ludzki;;;45 mg Ca2+;Tabletki;Calcii gluconas 500 mg
Calcium pantothenicum Jelfa;Calcii pantothenas;Ludzki;;;100 mg;Tabletki;Calcii pantothenas 100 mg
Calcium Resonium;Calcii polistyreni sulfonas;Ludzki;;;1,2 g Ca2+/15 g;Proszek doustny lub do sporządzania zawiesiny doodbytniczej;Sulfonianu polistyrenu sól wapniowa 99,934 g/100 g
Calcium Hasco;Calcii glubionas + Calcii lactobionas;Ludzki;;;115,6 mg Ca 2+/5 ml;Syrop;Calcii glubionas (bezwodny) 1470 mg/5 ml + Calcii lactobionas (dwuwodny) 320 mg/5 ml
Calcium-Sandoz Forte;Calcii lactogluconas + Calcii carbonas;Ludzki;;;500 mg Ca2+;Tabletki musujące;Calcii lactoglubionas 1132 mg + Calcii carbonas praecipitatus 875 mg
Calcium Sandoz + Vitamin C;Calcii lactogluconas + Calcii carbonas + Acidum ascorbicum ;Ludzki;;;260 mg Ca2+ + 1000 mg;Tabletki musujące;Calcii glubionas 1000 mg + Calcii carbonas praecipitatus 327 mg + Acidum ascorbicum 1000 mg
Calciumfolinat-Ebewe;Calcii folinas;Ludzki;;;15 mg;Kapsułki twarde;Calcii folinas 19.06 mg
Nagietek fix;Calendulae anthodium;Ludzki;;;-;Zioła do zaparzania w saszetkach;Calendulae anthodium 100 g/ 100 g
Beromun;Tasonerminum;Ludzki;;;1 mg;Proszek do sporządzania roztworu do infuzji;Tasonermin 1 mg/5 ml
Cezarius;Levetiracetamum;Ludzki;;;250 mg;Tabletki powlekane;Levetiracetamum 250 mg
Capsigel N;Produkt złożony;Ludzki;;;-;Emulsja na skórę;Acidum salicylicum 1.9 g + Eucalypti aetheroleum 2 g + Nonivamidum 0.05 g + Camphorum 5 g + Terebinthini aetheroleum ab  pinum pinastrum 5 g
Carbo Medicinalis VP;Carbo medicinalis;Ludzki;;;300 mg;Tabletki;Carbo activatus 300 mg
Cardiobonisol;Preparat ziołowy;Ludzki;;;-;Płyn doustny;Cynarae folii tinctura 25 g + Crataegi inflorescentiae tinctura 35 g + Ginkgo bilobae folii tinctura 40 g
Cardiol C;Preparat złożony;Ludzki;;;-;Krople doustne, roztwór;Crataegi cum Valerianae tinctura (1 : 4,0-4,5) ekstrahent etanol 70% (v/v) 40 g + Coffeinum 0.072 g + Colae extractum fluidum 14 g + Convallariae tinctura 27 g
Cardioxane;Dexrazoxanum;Ludzki;;;500 mg;Proszek do sporządzania roztworu do infuzji;Dexrazoxanum 500 mg
Cardura;Doxazosinum;Ludzki;;;1 mg;Tabletki;Doxazosini mesilas 1.213 mg
Cardura;Doxazosinum;Ludzki;;;2 mg;Tabletki;Doxazosinum 2.43 mg
Cardura;Doxazosinum;Ludzki;;;4 mg;Tabletki;Doxazosini mesilas 4 mg
Cataflam 50;Diclofenacum kalicum;Ludzki;;;50 mg;Tabletki powlekane;Diclofenacum kalicum 50 mg
Catalin;Pirenoxinum;Ludzki;;;0,75 mg;Tabletka i rozpuszczalnik do sporządzania kropli do oczu;Pirenoxinum natricum 0.85 mg
Cavinton;Vinpocetinum;Ludzki;;;5 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Vinpocetinum 10 mg
Cavinton;Vinpocetinum;Ludzki;;;5 mg;Tabletki;Vinpocetinum 5 mg
Cebion;Acidum ascorbicum;Ludzki;;;0,1 g/ml;Krople doustne, roztwór;Acidum ascorbicum 100 mg
Advagraf;Tacrolimusum;Ludzki;;;0,5 mg;Kapsułki o przedłużonym uwalnianiu, twarde;Tacrolimus 0.5 mg
Ceclor;Cefaclorum;Ludzki;;;125 mg/5 ml;Granulat do sporządzania zawiesiny doustnej;Cefaclorum 125 mg/5 ml
Ceclor;Cefaclorum;Ludzki;;;250 mg/5 ml;Granulat do sporządzania zawiesiny doustnej;Cefaclorum 250 mg/5 ml
Ceclor MR;Cefaclorum;Ludzki;;;375 mg;Tabletki powlekane o przedłużonym uwalnianiu;Cefaclorum 375 mg
Longamox;Amoxicillinum;Weterynaryjny;;"świnia 
bydło 
owca";150 mg/ml;Zawiesina do wstrzykiwań;Amoxicillinum trihydricum 172.18 mg/1 ml
Ceclor MR;Cefaclorum;Ludzki;;;500 mg;Tabletki powlekane o przedłużonym uwalnianiu;Cefaclorum 500 mg
Ceclor MR;Cefaclorum;Ludzki;;;750 mg;Tabletki powlekane o przedłużonym uwalnianiu;Cefaclorum 750 mg
Cefaleksyna TZF;Cefalexinum;Ludzki;;;500 mg;Kapsułki twarde;Cefalexinum monohydricum 500 mg
Cefalgin Migraplus;Paracetamolum + Propyphenazonum + Coffeinum;Ludzki;Cefalgin;;250 mg + 150 mg + 50 mg;Tabletki;Paracetamolum 250 mg + Coffeinum 50 mg + Propyphenazonum 150 mg
Cefobid;Cefoperazonum;Ludzki;;;1 g;Proszek do sporządzania roztworu do wstrzykiwań i infuzji;Cefoperazonum 1 g
Celestone;Betamethasonum;Ludzki;;;4 mg/ml;Roztwór do wstrzykiwań;Betamethasoni natrii phosphas 4 mg/ml
Normosan;Produkt ziołowy;Ludzki;;;22,02-29,79 mg antrapochodnych w przeliczeniu na glukofrangulinę A/1,4 g;Zioła do zaparzania;Menthae piperitae folium 17 g + Carvi fructus 35 g + Sambuci fructus 18 g + Frangulae cortex 20 g + Sennae foliolum 10 g
Cepan;Preparat złożony;Ludzki;;;-;Krem;Chamomillae tinctura 5 g/100 g + Allii cepae extractum 20 g/100 g + Allantoinum 1 g/100 g + Heparinum natricum 5000 j./100 g
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;Ludzki;;;2,5 mg + 120 mg;Tabletki o zmodyfikowanym uwalnianiu;Desloratadinum 2.5 mg + Pseudoephedrini sulfas 120 mg
Cernevit;Preparat witaminowy;Ludzki;;;-;Proszek do sporządzania roztworu do wstrzykiwań i infuzji;Retynolu palmitynian 3500 j.m. + Cholekalcyferol 220 j.m. + DL-alfa-tokoferol 10.2 mg + Kwas askorbowy 125 mg + Kokarboksylaza czterowodna 5.8 mg + sól sodowa fosforanu ryboflawiny 5.67 mg + Pirydoksyny chlorowodorek 5.5 mg + Cyjanokobalamina 6 mcg + Kwas foliowy 414 mcg + dekspantenol 16.15 mg + Biotyna 69 mcg + Nikotynamid 46 mg
Chlorchinaldin;Chlorquinaldolum;Ludzki;;;30 mg/g;Maść;Chlorquinaldolum 0.6 g
Chlorchinaldin VP;Chlorquinaldolum;Ludzki;;;2 mg;Tabletki do ssania;Talcum 4 mg + Chlorquinaldolum 2 mg
Chlorchinaldin H;Chlorquinaldolum + Hydrocortisoni acetas;Ludzki;;;(30 mg + 10 mg)/g;Maść;Chlorquinaldolum 30 mg + Hydrocortisoni acetas 10 mg
Chlorocyclinum 3%;Chlortetracyclini hydrochloridum;Ludzki;;;30 mg/g;Maść;Chlortetracyclini hydrochloridum 30 mg/g
Chloropernazinum;Prochlorperazini  dimaleas;Ludzki;;;10 mg;Tabletki;Prochlorperazini dimaleas 10 mg
Chlorprothixen Zentiva;Chlorprothixeni hydrochloridum;Ludzki;;;50 mg;Tabletki powlekane;Chlorprothixeni hydrochloridum 50 mg
Chlorsuccillin;Suxamethonii chloridum;Ludzki;;;200 mg;Proszek do sporządzania roztworu do wstrzykiwań;Suxamethonii chloridum 200 mg
Cholestil;Hymecromonum;Ludzki;;;200 mg;Tabletki;Hymecromonum 200 mg
Cholinex;Cholini salicylas;Ludzki;;;150 mg;Pastylki twarde;Cholini salicylas 150 mg
Cholitol;Produkt złożony;Ludzki;;;-;Płyn doustny;Belladonnae tinctura 7 g + Taraxaci succus 25 g + Valerianae tinctura 15 g + Curcumae tinctura 30 g + Menthae piperitae tinctura 12 g + Cynarae tinctura 11 g
Cinnarizinum WZF;Cinnarizinum;Ludzki;;;25 mg;Tabletki;Cinnarizinum 25 mg
Ciprinol;Ciprofloxacinum;Ludzki;;;10 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Ciprofloxacinum 100 mg
Ciprinol;Ciprofloxacinum;Ludzki;;;500 mg;Tabletki powlekane;Ciprofloxacini hydrochloridum 582 mg
Cipronex;Ciprofloxacinum;Ludzki;;;250 mg;Tabletki powlekane;Ciprofloxacini hydrochloridum 291 mg
Cipronex;Ciprofloxacinum;Ludzki;;;500 mg;Tabletki powlekane;Ciprofloxacini hydrochloridum 582 mg
Circulosan fix;Produkt ziołowy;Ludzki;;;-;Zioła do zaparzania w saszetkach;Melissae folium 31.25 g + Leonuri cardiacae herba 31.25 g + Violae tricoloris herba 31.25 g + Crataegi inflorescentia 6.25 g
Cisplatin - Ebewe;Cisplatinum;Ludzki;;;0,5 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Cisplatinum 0.5 mg
Citrolyt;Kalii citras + Natrii citras + Acidum citricum;Ludzki;;;(46,4 g + 39,1 g + 14,5 g)/100 g;Granulat do sporządzania roztworu doustnego;Natrii citras 39.1 g/100 g + Kalii citras 46.4 g/100 g + Acidum citricum 14.5 g/100 g
Claritine;Loratadinum;Ludzki;;;1 mg/ml;Syrop;Loratadinum 1 mg
Claritine;Loratadinum;Ludzki;;;10 mg;Tabletki;Loratadinum 10 mg
Doxar;Doxazosinum;Ludzki;;;1 mg;Tabletki;Doxazosini mesilas 1.21 mg
Clemastinum WZF;Clemastinum;Ludzki;;;1 mg/ml;Roztwór do wstrzykiwań;Clemastini fumaras 1.34 mg
Clemastinum;Clemastinum;Ludzki;;;1 mg;Tabletki;Clemastini fumaras 1.34 mg
